@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,33-34-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,22'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute score numeric
@attribute direction {West,East,North,South}
@attribute score1 numeric

@data
T,T,T,F,F,T,T,T,3,0,1,2,Stop,West,West,West,None,East,East,East,175,East,174
T,T,F,F,F,T,T,T,3,0,2,1,Stop,West,South,South,None,East,East,East,174,East,173
T,T,T,T,F,T,T,T,3,0,2,1,Stop,South,North,North,None,East,North,North,173,East,172
T,T,T,T,F,T,T,T,3,0,1,2,Stop,East,West,West,None,East,North,North,172,East,171
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,North,West,None,South,North,North,171,South,170
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,North,South,None,West,North,North,170,West,169
T,T,T,T,F,T,T,T,3,0,2,1,Stop,West,East,West,None,South,North,North,169,South,368
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,North,North,368,North,367
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,367,North,366
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,366,North,365
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,North,North,365,North,364
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,West,None,None,North,North,364,North,363
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,363,North,362
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,362,North,361
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,North,North,361,North,360
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,West,None,None,East,East,360,East,359
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,359,East,358
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,East,East,358,East,357
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,357,East,356
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,356,East,355
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,South,North,355,North,354
F,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,South,North,354,North,353
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,West,None,None,South,East,353,East,352
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,352,East,351
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,West,East,351,East,550
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,550,West,549
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,West,None,549,West,548
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,548,West,547
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,547,South,546
F,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,546,South,545
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,545,South,544
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,544,South,543
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,543,South,542
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,542,South,541
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,541,South,540
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,540,South,539
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,East,None,539,East,538
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,East,None,538,East,537
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,East,None,537,East,536
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,East,None,536,East,535
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,East,None,535,East,534
F,F,T,T,T,T,T,T,0,1,2,3,West,Stop,Stop,North,South,South,South,North,-1,South,-2
F,T,T,T,T,T,T,T,0,1,2,3,West,West,West,North,South,East,East,East,-2,South,-3
F,T,T,T,T,T,T,T,0,1,2,3,South,West,West,North,South,East,East,East,-3,South,-4
F,T,T,T,T,T,T,T,0,1,2,3,South,West,West,North,South,East,East,North,-4,South,-5
F,F,T,T,T,T,T,T,0,1,2,3,East,West,East,North,South,South,South,North,-5,South,-6
F,T,T,T,T,T,T,T,0,1,2,3,South,West,East,South,South,South,East,East,-6,South,-7
F,F,T,T,T,T,T,T,0,1,2,3,North,East,East,North,South,South,North,North,-7,South,-8
F,F,T,T,T,T,T,T,0,1,2,3,South,East,West,North,South,South,North,North,-8,South,-9
F,F,T,T,T,T,T,T,0,1,2,3,West,North,West,West,South,South,North,North,-9,South,-10
F,F,T,T,T,T,T,T,0,1,2,3,West,South,West,West,South,South,North,North,-10,South,-11
F,F,T,T,T,T,T,T,0,1,2,3,South,North,East,East,South,South,North,North,-11,South,-12
F,T,T,T,T,T,T,T,0,1,2,3,South,South,South,North,East,East,North,North,-12,East,-13
T,T,F,T,T,T,T,T,0,1,2,3,West,North,East,West,South,East,East,East,-13,South,-14
T,T,T,T,T,T,T,T,0,1,2,3,West,North,North,East,South,North,North,North,-14,South,185
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,West,South,None,East,North,North,185,East,184
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,East,West,None,East,North,North,184,East,183
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,East,East,None,East,North,North,183,East,182
T,F,T,T,F,T,T,T,3,0,1,2,Stop,North,East,South,None,South,North,North,182,South,181
T,T,T,F,F,T,T,T,3,0,1,2,Stop,East,East,South,None,East,North,North,181,East,180
T,T,F,F,F,T,T,T,3,0,1,2,Stop,West,East,East,None,East,East,East,180,East,179
T,T,F,F,F,T,T,T,3,0,1,2,Stop,South,East,North,None,East,East,East,179,East,378
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,378,North,377
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,North,North,377,North,376
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,North,North,376,North,375
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,375,North,374
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,374,North,373
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,373,North,372
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,North,None,None,North,North,372,North,371
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,371,North,370
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,370,North,369
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,East,369,East,368
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,East,368,East,367
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,East,East,367,East,366
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,East,East,366,East,365
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,East,East,365,East,364
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,South,East,None,None,East,East,364,East,363
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,South,None,None,South,North,363,North,362
F,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,South,North,362,North,361
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,South,East,361,East,360
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,West,East,360,East,359
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,East,359,East,358
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,East,358,East,357
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,357,East,356
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,East,356,East,355
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,North,355,North,354
F,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,South,East,354,East,353
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,West,East,353,East,352
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,352,East,351
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,West,East,351,East,550
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,West,None,550,West,549
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,549,West,548
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,West,None,548,West,547
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,547,West,546
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,546,South,545
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,545,South,544
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,544,South,543
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,543,South,542
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,542,South,541
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,East,None,541,East,540
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,East,None,540,East,539
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,East,None,539,East,538
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,538,South,537
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,537,South,536
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,536,South,535
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,535,South,534
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,534,West,533
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,533,West,532
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,West,None,532,West,531
F,F,T,T,T,T,T,T,0,1,2,3,East,North,East,Stop,South,South,South,North,-1,South,-2
F,T,T,T,T,T,T,T,0,1,2,3,East,West,East,Stop,South,East,East,East,-2,South,-3
F,T,T,T,T,T,T,T,0,1,2,3,West,West,East,Stop,South,East,East,East,-3,South,-4
F,T,T,T,T,T,T,T,0,1,2,3,West,North,East,Stop,South,East,East,North,-4,South,-5
F,F,T,T,T,T,T,T,0,1,2,3,West,North,West,North,South,South,South,North,-5,South,-6
F,T,T,T,T,T,T,T,0,1,2,3,East,South,West,South,South,East,East,East,-6,South,-7
F,F,T,T,T,T,T,T,0,1,2,3,North,North,South,South,South,South,North,North,-7,South,-8
F,F,T,T,T,T,T,T,0,1,2,3,North,West,East,South,South,South,North,North,-8,South,-9
F,F,T,T,T,T,T,T,0,1,2,3,South,North,West,South,South,South,North,North,-9,South,-10
F,F,T,T,T,T,T,T,0,1,2,3,South,North,South,South,South,South,North,North,-10,South,-11
F,F,T,T,T,T,T,T,0,1,2,3,East,North,South,South,South,South,North,North,-11,South,-12
F,T,T,T,T,T,T,T,0,1,2,3,South,North,North,North,East,East,North,North,-12,East,-13
T,T,F,T,T,T,T,T,0,1,2,3,South,North,North,South,East,East,East,East,-13,East,-14
T,T,T,T,T,T,T,T,0,1,2,3,North,South,South,North,North,East,East,East,-14,North,-15
F,T,T,T,T,T,T,T,0,1,2,3,South,South,South,North,East,East,East,East,-15,East,-16
T,T,T,T,T,T,T,T,0,1,2,3,North,South,South,North,North,East,East,East,-16,North,-17
T,T,T,T,T,T,T,T,0,1,2,3,West,South,South,West,East,East,East,East,-17,East,182
T,T,T,T,F,T,T,T,3,0,1,2,Stop,North,South,West,None,East,East,East,182,East,181
T,F,T,T,F,T,T,T,3,0,2,1,Stop,West,East,West,None,South,South,South,181,South,180
T,F,T,T,F,T,T,T,3,0,2,1,Stop,East,East,East,None,South,South,South,180,South,179
T,T,T,F,F,T,T,T,3,0,1,2,Stop,East,North,East,None,East,East,East,179,East,178
T,T,F,F,F,T,T,T,3,0,1,2,Stop,East,East,East,None,East,East,East,178,East,177
T,T,T,T,F,T,T,T,3,0,1,2,Stop,North,East,North,None,North,North,North,177,North,176
F,T,T,T,F,T,T,T,3,0,1,2,Stop,East,East,North,None,North,North,North,176,North,175
F,T,T,T,F,T,T,T,3,0,1,2,Stop,North,West,North,None,North,North,North,175,North,174
F,T,T,T,F,T,T,T,3,0,1,2,Stop,West,West,North,None,East,North,North,174,East,173
T,T,T,T,F,T,T,T,3,0,1,2,Stop,East,North,South,None,East,North,North,173,East,172
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,North,North,None,East,North,North,172,East,171
T,F,T,T,F,T,T,T,3,0,1,2,Stop,South,East,South,None,South,North,North,171,South,370
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,North,North,370,North,369
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,North,North,369,North,368
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,North,North,368,North,367
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,East,None,None,North,North,367,North,366
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,East,East,366,East,365
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,East,East,365,East,364
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,South,East,None,None,East,East,364,East,363
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,South,North,363,South,362
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,South,North,362,South,361
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,South,North,361,South,360
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,South,North,360,South,359
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,East,None,None,South,North,359,South,358
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,South,North,358,South,357
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,East,North,357,East,356
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,West,356,East,355
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,West,355,East,354
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,East,354,East,353
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,East,East,353,East,352
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,East,East,352,East,351
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,North,East,None,None,South,East,351,South,350
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,West,None,None,South,North,350,South,549
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,North,549,North,548
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,North,548,North,547
T,T,F,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,547,East,546
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,546,East,545
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,545,East,544
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,North,544,North,543
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,North,543,North,542
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,North,542,North,541
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,541,North,540
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,North,None,None,None,West,540,West,539
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,West,539,West,538
T,T,F,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,West,538,West,537
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,537,North,536
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,536,North,535
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,535,North,534
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,534,North,533
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,South,None,None,None,North,533,North,532
F,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,532,East,531
T,T,T,F,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,531,East,530
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,530,East,529
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,East,529,East,528
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,East,528,East,527
T,F,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,West,None,None,None,West,527,West,526
T,T,T,T,F,F,F,T,1,2,3,0,Stop,Stop,Stop,East,None,None,None,West,526,West,525
T,T,F,F,T,T,T,T,0,1,2,3,South,Stop,Stop,Stop,West,West,West,West,-1,West,-2
T,T,F,F,T,T,T,T,0,1,2,3,North,Stop,West,Stop,West,West,West,West,-2,West,197
F,T,F,T,F,T,T,T,3,1,0,2,Stop,Stop,West,Stop,None,South,South,South,197,South,196
F,F,T,T,F,T,T,T,3,1,0,2,Stop,Stop,West,Stop,None,South,South,South,196,South,495
F,T,T,F,F,T,T,T,3,1,0,2,North,West,West,South,None,East,East,East,495,East,1194
T,T,F,F,F,F,F,T,1,2,3,0,North,Stop,East,West,None,None,None,East,1194,East,1393
T,T,F,F,F,F,F,T,1,2,3,0,East,East,East,East,None,None,None,East,1393,East,1592
T,T,F,F,F,F,F,T,1,2,3,0,East,West,East,West,None,None,None,East,1592,East,1591
T,T,F,F,F,F,F,T,1,2,3,0,East,West,East,West,None,None,None,East,1591,East,1590
T,T,F,F,F,F,F,T,1,2,3,0,East,East,East,West,None,None,None,East,1590,East,1789
T,T,F,F,F,F,F,T,1,2,3,0,East,West,East,East,None,None,None,East,1789,East,1788
T,T,F,F,F,F,F,T,1,2,3,0,East,West,East,East,None,None,None,East,1788,East,1787
T,T,T,F,F,F,F,T,1,2,3,0,East,West,East,East,None,None,None,North,1787,North,1786
F,F,T,T,F,F,F,T,1,2,3,0,East,North,West,East,None,None,None,North,1786,North,1785
T,T,F,T,F,F,F,T,1,2,3,0,West,North,West,North,None,None,None,East,1785,East,1784
T,T,F,F,F,F,F,T,1,2,3,0,East,North,East,North,None,None,None,East,1784,East,1783
T,T,F,F,F,F,F,T,1,2,3,0,West,North,East,South,None,None,None,East,1783,East,1782
T,T,F,F,T,T,T,T,0,1,2,3,North,West,East,Stop,West,West,West,West,-1,West,-2
T,T,F,F,T,T,T,T,0,1,2,3,South,East,East,Stop,West,West,West,West,-2,West,-3
F,T,F,T,T,T,T,T,0,1,2,3,South,East,West,Stop,South,South,South,South,-3,South,-4
F,F,T,T,T,T,T,T,0,1,2,3,South,East,East,South,South,South,South,South,-4,South,495
F,T,T,F,F,T,T,T,3,0,1,2,Stop,West,East,South,None,East,East,East,495,East,794
T,T,F,F,F,F,T,T,2,3,0,1,North,Stop,East,North,None,None,East,East,794,East,1193
T,T,F,F,F,F,T,T,2,3,0,1,North,Stop,West,North,None,None,East,East,1193,East,1392
T,T,F,F,F,F,T,T,2,3,0,1,North,Stop,West,South,None,None,East,East,1392,East,1391
T,T,F,F,F,F,T,T,2,3,0,1,North,Stop,East,North,None,None,East,East,1391,East,1390
T,T,F,F,F,F,T,T,2,3,0,1,South,East,East,South,None,None,East,East,1390,East,1589
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,North,None,None,None,East,1589,East,1588
T,T,F,F,F,F,F,T,1,2,3,0,North,West,West,South,None,None,None,East,1588,East,1587
T,T,T,F,F,F,F,T,1,2,3,0,South,East,West,North,None,None,None,North,1587,North,1586
F,F,T,T,F,F,F,T,1,2,3,0,South,West,East,North,None,None,None,North,1586,North,1585
T,T,F,T,F,F,F,T,1,2,3,0,South,East,West,North,None,None,None,East,1585,East,1584
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,North,None,None,None,East,1584,East,1583
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,1583,East,1582
T,T,F,T,T,T,T,T,1,3,0,2,East,Stop,South,Stop,West,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,2,3,0,1,East,Stop,West,West,West,East,South,East,-2,South,-3
T,T,T,T,T,T,T,T,2,3,0,1,East,Stop,West,West,West,North,South,North,-3,South,-4
T,T,T,T,T,T,T,T,1,3,0,2,South,Stop,West,West,South,North,South,North,-4,South,-5
F,T,T,T,T,T,T,T,1,3,0,2,East,East,East,East,South,North,South,North,-5,South,-6
T,T,T,T,T,T,T,T,1,3,0,2,East,West,West,West,West,North,West,North,-6,West,-7
T,T,F,T,T,T,T,T,1,3,0,2,East,West,North,West,West,East,West,East,-7,West,-8
T,T,F,T,T,T,T,T,1,3,0,2,East,West,South,East,West,East,West,East,-8,West,191
T,T,F,T,T,T,F,T,0,2,3,1,West,East,Stop,West,West,East,None,East,191,West,190
F,T,F,T,T,T,F,T,0,2,3,1,East,East,Stop,West,South,East,None,East,190,South,189
F,T,T,T,T,T,F,T,0,2,3,1,West,East,Stop,East,South,North,None,North,189,South,188
F,T,T,T,T,T,F,T,0,2,3,1,South,West,Stop,East,South,North,None,North,188,South,187
T,T,T,F,T,T,F,T,0,2,3,1,North,East,Stop,East,West,North,None,North,187,West,186
T,T,F,F,T,T,F,T,0,1,3,2,South,East,Stop,East,West,East,None,East,186,West,185
T,T,T,F,T,T,F,T,0,1,3,2,South,East,Stop,East,North,North,None,North,185,North,184
T,F,T,T,T,T,F,T,0,1,3,2,West,East,Stop,East,West,North,None,North,184,West,183
T,T,T,T,T,T,F,T,0,1,3,2,South,East,Stop,West,West,North,None,North,183,West,182
T,T,T,T,T,T,F,T,0,1,3,2,East,East,Stop,West,East,North,None,North,182,East,381
T,T,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,West,None,North,None,North,381,North,380
T,T,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,West,None,North,None,North,380,North,379
T,T,F,T,F,T,F,T,2,0,3,1,Stop,East,Stop,West,None,West,None,West,379,West,378
T,T,F,T,F,T,F,T,2,0,3,1,Stop,East,Stop,West,None,West,None,West,378,West,377
T,T,F,T,F,T,F,T,2,0,3,1,Stop,West,Stop,West,None,West,None,West,377,West,376
T,T,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,East,None,North,None,North,376,North,375
T,F,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,East,None,North,None,North,375,North,374
T,T,T,T,F,T,F,T,2,0,3,1,Stop,East,Stop,West,None,North,None,North,374,North,373
T,T,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,West,None,North,None,North,373,North,372
T,T,F,T,F,T,F,T,2,0,3,1,Stop,West,Stop,North,None,West,None,West,372,West,371
T,T,T,T,F,T,F,T,2,1,3,0,Stop,West,Stop,South,None,North,None,North,371,North,370
T,F,T,T,F,T,F,T,2,0,3,1,Stop,West,Stop,South,None,North,None,North,370,North,369
T,F,T,T,F,T,F,T,2,1,3,0,Stop,West,Stop,South,None,North,None,North,369,North,368
T,F,T,T,F,T,F,T,2,0,3,1,Stop,East,Stop,South,None,North,None,North,368,North,367
T,T,F,T,F,T,F,T,2,1,3,0,Stop,West,Stop,North,None,East,None,East,367,East,366
T,T,F,F,F,T,F,T,2,1,3,0,Stop,East,Stop,West,None,East,None,East,366,East,365
T,T,F,F,F,T,F,T,2,1,3,0,Stop,East,Stop,West,None,East,None,East,365,East,364
T,T,F,F,F,T,F,T,2,1,3,0,Stop,East,Stop,West,None,East,None,East,364,East,363
T,T,F,F,F,T,F,T,2,1,3,0,Stop,West,Stop,North,None,East,None,East,363,East,562
T,T,F,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,South,None,None,562,South,561
F,T,T,T,F,T,F,F,1,0,2,3,Stop,West,Stop,Stop,None,South,None,None,561,South,560
T,T,F,T,T,T,T,T,1,3,0,2,South,East,East,West,West,East,East,East,-1,East,-2
T,T,F,T,T,T,T,T,3,2,0,1,South,East,East,East,West,East,East,East,-2,East,-3
T,T,T,T,T,T,T,T,3,1,0,2,West,East,East,East,West,North,East,North,-3,East,-4
T,T,T,T,T,T,T,T,3,2,0,1,South,West,East,East,West,North,East,North,-4,East,-5
T,T,T,T,T,T,T,T,3,1,0,2,South,East,West,East,West,North,West,North,-5,West,-6
T,T,T,T,T,T,T,T,3,2,0,1,West,West,North,East,West,North,South,North,-6,South,-7
T,T,T,T,T,T,T,T,3,1,0,2,West,East,East,East,West,North,East,North,-7,East,-8
T,T,T,T,T,T,T,T,3,1,0,2,West,East,West,East,West,North,West,North,-8,West,-9
T,T,T,T,T,T,T,T,3,1,0,2,West,East,East,West,West,North,East,North,-9,East,-10
T,T,T,T,T,T,T,T,3,1,0,2,West,North,North,West,West,North,South,North,-10,South,189
T,T,T,T,T,T,F,T,2,0,3,1,East,South,Stop,West,West,North,None,North,189,North,188
T,T,T,T,T,T,F,T,2,0,3,1,West,North,Stop,West,West,North,None,North,188,North,187
T,T,T,T,T,T,F,T,2,1,3,0,West,North,Stop,East,West,North,None,North,187,North,186
T,T,T,T,T,T,F,T,2,0,3,1,East,North,Stop,West,West,North,None,North,186,North,185
